Historic Coal Production Data: 2012
based on the U.S. Energy Information Administration and the U.S. Mine Safety and Health Administration

Year	MSHA ID	Mine Name	Mine State	Mine County	Mine Status	Mine Type	Company Type	Operation Type	Operating Company	Operating Company Address	Union Code	Production (short tons)	Average Employees	Labor Hours
2012	1202394	Oaktown Fuels Mine No 1	Indiana	Knox	Active	Underground	Indepedent Producer Operator	Mine and Preparation Plant	Black Panther Mining Llc	"12661 N. Agricare Road, Oaktown, IN 47561"	-	"2,754,018"	298	"709,217"
2012	1202423	Freelandville West Underground	Indiana	Knox	Active	Underground	Indepedent Producer Operator	Mine only	Triad Underground Mining L.L.C	"13333 E Hartsburg Rd, Edwardsport, IN 47528"	-	"303,527"	48	"103,929"
2012	1200330	Log Creek Loadout Facility	Indiana	Pike	Active	Surface	Operating Subsidiary	Preparation Plant	Triad Mining Inc.	"14521 E State Rd 58, Edwardsport, IN 47528"	-	0	14	"33,942"
2012	1201978	Solar Sources Preparation Plan	Indiana	Pike	"Active, men working, not producing"	Surface	Indepedent Producer Operator	Preparation Plant	Solar Sources Inc	"Post Office Box 7, Petersburg, IN 47567"	-	0	10	"26,655"
2012	1202249	Prosperity Mine	Indiana	Pike	Active	Underground	Indepedent Producer Operator	Mine and Preparation Plant	Five Star Mining Inc	"6594 W State Rd 56, Petersburg, IN 47567"	-	"2,072,357"	371	"996,389"
2012	1202320	Augusta Mine	Indiana	Pike	"Active, men working, not producing"	Surface	Operating Subsidiary	Mine and Preparation Plant	Triad Mining Inc.	"14521 E. State Road 58, Edwardsport, IN 47528"	-	"304,818"	22	"55,456"
2012	1202325	Hurricane Creek	Indiana	Pike	Active	Surface	Operating Subsidiary	Mine only	Triad Mining Inc	"14521 E St Rd 58, Edwardsport, IN 47528"	-	"50,281"	8	"18,985"
2012	1202368	Charter #1	Indiana	Pike	Active	Surface	Indepedent Producer Operator	Preparation Plant	T & T Washing Co. Inc.	"P.O. Box 183, Madisonville, KY 42431"	-	0	4	"8,322"
2012	1202410	Log Creek Surface	Indiana	Pike	Active	Surface	Operating Subsidiary	Mine only	Triad Mining Inc.	"14521 E. State Road 58, Edwardsport, IN 47528"	-	"833,248"	57	"163,398"
2012	1202424	Gray #1 - Blackfoot #5	Indiana	Pike	Active	Surface	Contractor	Mine and Preparation Plant	"Boyd And Sons Construction, Ll"	"101 West Main Street, Jasonville, IN 47438"	-	"165,946"	31	"36,343"
2012	1202433	Hilsmeyer #2	Indiana	Pike	Active	Surface	Indepedent Producer Operator	Mine only	Sun Energy Group	"101 W. Main St., Jasonville, IN 47438"	-	"221,243"	30	"65,763"
2012	1202446	Cardinal Mine	Indiana	Pike	Active	Surface	Indepedent Producer Operator	Mine only	"United Minerals Co, Llc"	"P.O. Box 400, Huntingburg, IN 47542"	-	"510,800"	23	"64,806"
2012	1202349	Carlisle Mine	Indiana	Sullivan	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	Sunrise Coal Llc	"1183 E Canvasback Dr, Terre Haute, IN 47802"	-	"3,008,106"	309	"720,273"
2012	1202422	Bear Run Mine	Indiana	Sullivan	Active	Surface	Operating Subsidiary	Mine and Preparation Plant	Peabody Bear Run Mining Llc	"7255 East County Road 600s, Carlisle, IN 47838"	-	"8,070,882"	556	"1,352,369"
2012	1202431	Landree Mine	Indiana	Sullivan	Active	Underground	Indepedent Producer Operator	Mine and Preparation Plant	Lily Group Inc	"15127 W 700 N, Jasonville, IN 47438"	-	"6,999"	63	"123,740"
2012	1202226	Collie Pond Co	Indiana	Vigo	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	Collie Coal Co Inc	"10026 N Knightsville Clay, Brazil, IN 47834"	-	"41,353"	7	"12,598"
2012	1202234	Lewis Mine	Indiana	Vigo	"Active, men working, not producing"	Surface	Indepedent Producer Operator	Preparation Plant	Solar Sources Inc	"P.O. Box 7, Petersburg, IN 47567"	-	0	9	"23,287"
2012	1202259	Red Brush Mine	Indiana	Warrick	Active	Surface	Indepedent Producer Operator	Mine only	"Vigo Coal Operating Co., Inc"	"528 Main St. Ste. 202, Evansville, IN 47708"	-	"497,871"	35	"98,947"
2012	1202407	West 61	Indiana	Warrick	Active	Surface	Contractor	Mine and Preparation Plant	United Minerals Co Llc	"P.O. Box 400, Huntingburg, IN 47542"	-	"1,470,783"	78	"233,776"
2012	1202441	Wild Boar Mine	Indiana	Warrick	Active	Surface	Operating Subsidiary	Mine only	"Peabody Wild Boar Mining, Llc"	"2277 West Tecumseh Road, Lynnville, IN 47619"	-	"1,995,760"	348	"277,469"
2012	1202445	Addcar System 40 Hwm Serial No	Indiana	Warrick	Active	Surface	Indepedent Producer Operator	Mine only	Icg Addcar Systems Llc	"No. 1 Hwm Drive, Ashland, KY 40112"	-	"373,742"	18	"39,391"
2012	1401626	Garland Mine	Kansas	Bourbon	Active	Surface	Indepedent Producer Operator	Mine only	Phoenix Mining Company	"310 S. Scraper, Vinita, OK 74301"	-	"15,864"	6	"15,960"
2012	1505358	Viall Tipple	Kentucky (East)	Bell	Active	Surface	Indepedent Producer Operator	Preparation Plant	"Straight Creek Coal Mining, In"	"P.O. Box 117, Stoney Fork, KY 40988"	-	0	7	"16,276"
2012	1509876	Tipple #3	Kentucky (East)	Bell	Active	Surface	Indepedent Producer Operator	Preparation Plant	Appolo Fuels Inc	"P.O. Box 1727, Middlesboro, KY 40965"	-	0	38	"67,624"
2012	1509876	Tipple #3	Kentucky (East)	Bell	Active	Underground	Indepedent Producer Operator	Preparation Plant	Appolo Fuels Inc	"P.O. Box 1727, Middlesboro, KY 40965"	-	0	6	"11,008"
2012	1510212	Preparation Plant	Kentucky (East)	Bell	Active	Surface	Operating Subsidiary	Preparation Plant	Bell County Coal Corporation	"6340 West Cumberland Ave, Middlesboro, KY 40965"	-	0	1	"2,574"
2012	1510212	Preparation Plant	Kentucky (East)	Bell	Active	Underground	Operating Subsidiary	Preparation Plant	Bell County Coal Corporation	"6340 West Cumberland Ave, Middlesboro, KY 40965"	-	0	24	"48,913"
2012	1511055	Middlesboro Tipple	Kentucky (East)	Bell	Active	Surface	Indepedent Producer Operator	Preparation Plant	"Premium Processing Co., Inc."	"700 N 19th Street, Middlesboro, KY 40965"	-	0	6	"13,367"
2012	1511055	Middlesboro Tipple	Kentucky (East)	Bell	Active	Underground	Indepedent Producer Operator	Preparation Plant	"Premium Processing Co., Inc."	"700 N 19th Street, Middlesboro, KY 40965"	-	0	1	"2,176"
2012	1516516	#2 Surface	Kentucky (East)	Bell	Active	Surface	Indepedent Producer Operator	Mine only	Twin Star Coal Company Inc	"P.O. Box 81, Cranks, KY 40820"	-	"11,729"	4	"8,314"
2012	1517792	#2	Kentucky (East)	Bell	"Active, men working, not producing"	Surface	Indepedent Producer Operator	Mine only	Kincaid Enterprises Inc	"700 N 19th Street, Middlesboro, KY 40977"	-	"20,903"	10	"15,345"
2012	1517901	M B Brittain Prep Plant	Kentucky (East)	Bell	Active	Surface	Indepedent Producer Operator	Preparation Plant	"Straight Creek Coal Mining, In"	"P.O. Box 117, Stoney Fork, KY 40988"	-	0	4	"9,938"
2012	1517901	M B Brittain Prep Plant	Kentucky (East)	Bell	Active	Underground	Indepedent Producer Operator	Preparation Plant	"Straight Creek Coal Mining, In"	"P.O. Box 117, Stoney Fork, KY 40988"	-	0	2	"5,837"
2012	1518257	#1 Strip Mine	Kentucky (East)	Bell	Active	Surface	Indepedent Producer Operator	Mine only	Jamieson Construction Company	"30 Jamieson Lane, London, KY 40744"	-	"123,309"	22	"55,488"
2012	1518765	Hwm #2	Kentucky (East)	Bell	Active	Surface	Indepedent Producer Operator	Mine only	"Kopper Glo Mining, Llc"	"1197 Rock Cr Ridge Road, Clairfield, TN 37715"	-	"63,727"	3	"7,117"
2012	1518986	Balkan	Kentucky (East)	Bell	Active	Surface	Indepedent Producer Operator	Preparation Plant	Nally & Hamilton Enterprises I	"P.O. Box 249, Calvin, KY 40813"	-	0	43	"95,464"
2012	1518986	Balkan	Kentucky (East)	Bell	Active	Underground	Indepedent Producer Operator	Preparation Plant	Nally & Hamilton Enterprises I	"P.O. Box 249, Calvin, KY 40813"	-	0	29	"63,642"
2012	1519076	Chestnut Flats	Kentucky (East)	Bell	Active	Surface	Indepedent Producer Operator	Mine only	"Nally & Hamilton Enterprises,"	"P.O. Box 249, Calvin, KY 40813"	-	"71,926"	19	"43,299"
2012	1519318	Garmeda #2	Kentucky (East)	Bell	Active	Underground	Indepedent Producer Operator	Mine only	Bell County Coal Corporation	"6340 West Cumberland Ave, Middlesboro, KY 40965"	-	"216,956"	54	"128,409"
2012	1519336	Jellico #1	Kentucky (East)	Bell	"Active, men working, not producing"	Underground	Indepedent Producer Operator	Mine only	Bell County Coal Corporation	"6340 West Cumberland Ave, Middlesboro, KY 40965"	-	"118,662"	57	"122,589"
2012	1519408	Hance Mine No. 1	Kentucky (East)	Bell	Active	Underground	Contractor	Mine only	"Tennco Energy, Inc."	"P.O. Box 517, Middlesboro, KY 40965"	-	"206,368"	23	"57,286"
2012	1519432	Four Mile	Kentucky (East)	Bell	Temporarily closed	Surface	Indepedent Producer Operator	Mine only	Nally & Hamilton Enterprises I	"P.O. Box 249, Calvin, KY 40813"	-	"56,350"	16	"20,999"
2012	1519505	3117	Kentucky (East)	Bell	Active	Surface	Indepedent Producer Operator	Mine only	"Black Hawk Mining, Inc."	"221 Creek Road, Rural Valley, PA 16249"	-	"5,379"	3	"3,480"
2012	1519539	Mine No 5	Kentucky (East)	Bell	Active	Underground	Contractor	Mine only	"A & M Coal Co., Inc."	"P.O. Box 609, Pennington Ga, VA 24277"	-	"71,783"	27	"44,788"
2012	1519574	Coal Stone #10	Kentucky (East)	Bell	Active	Underground	Contractor	Mine only	Parton Bros. Contrac	"P.O. Box 159, Middlesboro, KY 40965"	-	"117,085"	26	"54,008"
2012	1519592	Rockhampton #1	Kentucky (East)	Bell	"Active, men working, not producing"	Surface	Indepedent Producer Operator	Mine only	Rockhampton Energy Llc	"705 Brookstone Court, Lexington, KY 40515"	-	"32,943"	20	"44,450"
2012	1519600	Givens Coal Company Inc.	Kentucky (East)	Bell	Active	Surface	Indepedent Producer Operator	Mine only	Givens Coal Company Inc.	"244 Highway 535, Frakes, KY 40940"	-	"27,683"	6	"9,054"
2012	1519601	Sterling-107	Kentucky (East)	Bell	Active	Surface	Indepedent Producer Operator	Mine only	C & L Highwall Mining Partners	"1403 Cumerland Ave, Ste. D, Middlesboro, KY 40965"	-	"27,040"	14	"16,379"
2012	1519608	No 2	Kentucky (East)	Bell	Active	Surface	Indepedent Producer Operator	Mine only	Tackett Creek Mining Inc	"111 Mill Creek Rd, Pathfork, KY 40863"	-	"58,369"	20	"40,147"
2012	1508166	Placer Processing Plant #1	Kentucky (East)	Boyd	Active	Surface	Operating Subsidiary	Preparation Plant	Coal Equity Inc	"13125 Us Rt 23, Catlettsburg, KY 41129"	-	0	2	"4,079"
2012	1508166	Placer Processing Plant #1	Kentucky (East)	Boyd	Active	Underground	Operating Subsidiary	Preparation Plant	Coal Equity Inc	"13125 Us Rt 23, Catlettsburg, KY 41129"	-	0	4	"9,518"
2012	1512199	Riverway Terminals	Kentucky (East)	Boyd	Active	Surface	Indepedent Producer Operator	Preparation Plant	Riverway South Inc	"14305 Us Rte 23, Catlettsburg, KY 41129"	-	0	5	"10,356"
2012	1512199	Riverway Terminals	Kentucky (East)	Boyd	Active	Underground	Indepedent Producer Operator	Preparation Plant	Riverway South Inc	"14305 Us Rte 23, Catlettsburg, KY 41129"	-	0	5	"10,357"
2012	1515609	Red Bud Dock No. 1	Kentucky (East)	Boyd	Active	Surface	Indepedent Producer Operator	Preparation Plant	Appalachian Mining & Reclamati	"1316 Porter Rd, Catlettsburg, KY 41129"	-	0	18	"35,039"
2012	1515609	Red Bud Dock No. 1	Kentucky (East)	Boyd	Active	Underground	Indepedent Producer Operator	Preparation Plant	Appalachian Mining & Reclamati	"1316 Porter Rd, Catlettsburg, KY 41129"	-	0	2	"3,893"
2012	1516749	Kentucky Coal Terminal	Kentucky (East)	Boyd	Active	Surface	Indepedent Producer Operator	Preparation Plant	Kanawha River Terminals Llc	"P.O. Box 308, Ceredo, WV 25507"	-	0	4	"9,430"
2012	1516749	Kentucky Coal Terminal	Kentucky (East)	Boyd	Active	Underground	Indepedent Producer Operator	Preparation Plant	Kanawha River Terminals Llc	"P.O. Box 308, Ceredo, WV 25507"	-	0	9	"25,496"
2012	1517278	Red Bud Dock North	Kentucky (East)	Boyd	Active	Surface	Operating Subsidiary	Preparation Plant	Appalachian Mining & Reclamati	"1316 Porter Rd, Catlettsburg, KY 41129"	-	0	2	"3,255"
2012	1517278	Red Bud Dock North	Kentucky (East)	Boyd	Active	Underground	Operating Subsidiary	Preparation Plant	Appalachian Mining & Reclamati	"1316 Porter Rd, Catlettsburg, KY 41129"	-	0	3	"6,045"
2012	1510865	Wolverine Loadout (T-4)	Kentucky (East)	Breathitt	Active	Surface	Indepedent Producer Operator	Preparation Plant	"Revelation Energy, Llc"	"P.O. Box 249, Stanville, KY 41659"	-	0	5	"14,519"
2012	1511991	Flint Ridge Prep Plant	Kentucky (East)	Breathitt	Active	Surface	Operating Subsidiary	Preparation Plant	"Icg Hazard, Llc"	"P.O. Box 145, Lost Creek, KY 41348"	-	0	1	"4,077"
2012	1511991	Flint Ridge Prep Plant	Kentucky (East)	Breathitt	Active	Underground	Operating Subsidiary	Preparation Plant	"Icg Hazard, Llc"	"P.O. Box 145, Lost Creek, KY 41348"	-	0	9	"25,045"
2012	1518600	S-12 Calhoun	Kentucky (East)	Breathitt	Active	Surface	Indepedent Producer Operator	Mine only	"Revelation Energy, Llc"	"P.O. Box 249, Stanville, KY 41659"	-	"17,086"	38	"12,941"
2012	1518982	Sturgeon Freeman Fork	Kentucky (East)	Breathitt	Active	Surface	Indepedent Producer Operator	Mine only	"Sturgeon Mining Co., Inc."	"P.O. Box 368, Beattyville, KY 41311"	-	"14,410"	6	"11,754"
2012	1518991	Flint Ridge Mine #2	Kentucky (East)	Breathitt	"Active, men working, not producing"	Underground	Operating Subsidiary	Mine only	"Icg Hazard, Llc"	"P.O. Box 145, Lost Creek, KY 41348"	-	"256,287"	64	"155,601"
2012	1518890	Southeastern Auger No. 1	Kentucky (West)	Christian	Active	Surface	Indepedent Producer Operator	Mine only	Southeastern Coal Inc.	"342 Chadwick Dr, Tazewell, VA 24651"	-	"10,742"	2	"1,210"
2012	1511028	Manchester Tipple	Kentucky (East)	Clay	Active	Surface	Indepedent Producer Operator	Preparation Plant	B & W Resources Inc	"P.O. Box 300 Liperote Way, London, KY 40741"	-	0	8	"19,586"
2012	1515153	Manchester Prep Plant	Kentucky (East)	Clay	Active	Surface	Indepedent Producer Operator	Preparation Plant	B & W Resources Inc	"300 Liperot Way, London, KY 40741"	-	0	8	"17,939"
2012	1519176	Barger Branch Job #14	Kentucky (East)	Clay	Active	Surface	Indepedent Producer Operator	Mine only	"B&w Resources, Inc."	"P.O. Box 466, Manchester, KY 40962"	-	"242,261"	22	"51,948"
2012	1519503	Mitco Job #12	Kentucky (East)	Clay	Permanently abandoned	Surface	Indepedent Producer Operator	Mine only	"B&w Resources, Inc."	"P.O. Box 249, Stanville, KY 41659"	-	"4,072"	2	639
2012	1519529	Larue	Kentucky (East)	Clay	Permanently abandoned	Surface	Indepedent Producer Operator	Mine only	T&t Coal Inc.	"6283 Hwy 472, Manchester, KY 40962"	-	"18,017"	7	"13,246"
2012	1519584	Sextons Creek Mine	Kentucky (East)	Clay	Active	Surface	Indepedent Producer Operator	Mine only	"B & R Mining, Llc"	"P.O. Box 164, Fall Rock, KY 40932"	-	893	9	"3,532"
2012	1519612	Ber Coal Llc	Kentucky (East)	Clay	Active	Surface	Indepedent Producer Operator	Mine only	Ber Coal Llc	"9040 N. Hwy 421, Manchester, KY 40962"	-	"3,685"	3	"3,785"
2012	1519623	Baker Creek Mine	Kentucky (East)	Clay	Temporarily closed	Surface	Indepedent Producer Operator	Mine only	Clay Laurel Mining Inc	"P.O. Box 025, Avawam, KY 41713"	-	"4,604"	1	870
2012	1519631	#1	Kentucky (East)	Clay	Active	Surface	Indepedent Producer Operator	Mine only	"Greasy Mining, Llc"	"P.O. Box 217, Manchester, KY 40962"	-	"20,036"	6	"11,513"
2012	1518418	Joe's Run	Kentucky (West)	Daviess	Active	Surface	Indepedent Producer Operator	Mine only	"Western Kentucky Minerals, Inc"	"P.O. Box 155, Philpot, KY 42366"	-	"292,075"	35	"82,141"
2012	1519657	North Knottsville Mine	Kentucky (West)	Daviess	Active	Surface	Indepedent Producer Operator	Mine only	"Western Kentucky Minerals, Inc"	"P.O. Box 155, Philpot, KY 42366"	-	"103,089"	11	"18,305"
2012	1519556	Mine No 1	Kentucky (East)	Elliott	Temporarily closed	Surface	Indepedent Producer Operator	Mine only	Black Diamond Inc.	"P.O. Box 308, Mt Sterling, KY 40353"	-	"2,396"	4	"2,322"
2012	1508177	Allen Preparation Plant  P-3	Kentucky (East)	Floyd	"Active, men working, not producing"	Surface	Indepedent Producer Operator	Preparation Plant	Frasure Creek Mining Llc	"4978 Teays Valley Rd, Scott Depot, WV 25560"	-	0	6	"9,232"
2012	1510271	#1 Plant	Kentucky (East)	Floyd	Active	Surface	Indepedent Producer Operator	Preparation Plant	"N F C Mining, Inc."	"439 Meadows Branch, Prestonsburg, KY 41653"	-	0	4	"7,935"
2012	1510271	#1 Plant	Kentucky (East)	Floyd	Active	Underground	Indepedent Producer Operator	Preparation Plant	"N F C Mining, Inc."	"439 Meadows Branch, Prestonsburg, KY 41653"	-	0	27	"48,747"
2012	1512908	No 1	Kentucky (East)	Floyd	Active	Underground	Indepedent Producer Operator	Mine only	Rain Coal Company Llc	"14551 Elkhorn Creek Road, Shelby Gap, KY 41563"	-	"68,161"	13	"25,821"
2012	1513258	Ivel Plant	Kentucky (East)	Floyd	Active	Surface	Indepedent Producer Operator	Preparation Plant	Red Bud Dock Llc	"235 Ivel, Ivel, KY 41642"	-	0	1	"1,573"
2012	1513258	Ivel Plant	Kentucky (East)	Floyd	Active	Underground	Indepedent Producer Operator	Preparation Plant	Red Bud Dock Llc	"235 Ivel, Ivel, KY 41642"	-	0	8	"14,154"
2012	1515978	Black Hawk Spurlock Plant	Kentucky (East)	Floyd	Active	Surface	Indepedent Producer Operator	Preparation Plant	Black Hawk Mining Llc	"P.O. Box 1200, Robinson Cree, KY 41560"	-	0	7	"17,874"
2012	1515978	Black Hawk Spurlock Plant	Kentucky (East)	Floyd	Active	Underground	Indepedent Producer Operator	Preparation Plant	Black Hawk Mining Llc	"P.O. Box 1200, Robinson Cree, KY 41560"	-	0	27	"71,494"
2012	1518538	Auger Mine No 34	Kentucky (East)	Floyd	"Active, men working, not producing"	Surface	Indepedent Producer Operator	Mine only	B & H Coal Co Inc	"P.O. Box 221, Jackson, KY 41339"	-	"7,967"	2	"2,528"
2012	1518730	M-102	Kentucky (East)	Floyd	Active	Surface	Contractor	Mine only	Contract Highwall Mining Llc	"P.O. Box 249, Stanville, KY 41659"	-	"116,578"	11	"17,501"
2012	1518763	Simpson Br	Kentucky (East)	Floyd	Active	Underground	Indepedent Producer Operator	Mine only	"Pike-Floyd Mining, Inc."	"P.O. Box 249, Stanville, KY 41659"	-	"1,833"	2	"1,189"
2012	1518819	Shm-35	Kentucky (East)	Floyd	"Active, men working, not producing"	Surface	Contractor	Mine only	Contract Highwall Mining Llc	"P.O. Box 249, Stanville, KY 41659"	-	"236,231"	11	"17,345"
2012	1518881	#9	Kentucky (East)	Floyd	Active	Underground	Indepedent Producer Operator	Mine only	Cheyenne Enterprises Inc	"5363 Collins Hwy, Pikeville, KY 41501"	-	"112,904"	20	"46,068"
2012	1518884	#1	Kentucky (East)	Floyd	Active	Underground	Indepedent Producer Operator	Mine only	Tram Energy Llc	"121 Doc Allen Branch, Langley, KY 41645"	-	"66,908"	12	"19,439"
2012	1518903	Job 22	Kentucky (East)	Floyd	Temporarily closed	Surface	Indepedent Producer Operator	Mine only	James River Coal Service Compa	"P.O. Box 189, Lackey, KY 41643"	-	"22,841"	7	"7,489"
2012	1518936	No. 1	Kentucky (East)	Floyd	Active	Underground	Indepedent Producer Operator	Mine only	Mrm Mining Inc.	"P.O. Box 308, Hi Hat, KY 41636"	-	"126,978"	23	"46,685"
2012	1518980	Frasure Branch	Kentucky (East)	Floyd	Active	Surface	Indepedent Producer Operator	Mine only	James River Coal Service Compa	"P.O. Box 1389, Gilbert, WV 25621"	-	"388,496"	79	"187,451"
2012	1518998	Blackhawk #2 Surface Mine	Kentucky (East)	Floyd	Active	Surface	Indepedent Producer Operator	Mine only	Blackhawk Mining Llc	"P.O. Box 1200, Robinson Cree, KY 41560"	-	"300,891"	35	"94,844"
2012	1519129	No. 15	Kentucky (East)	Floyd	Active	Underground	Contractor	Mine only	Fools Gold Energy Corp	"P.O. Box 2037, Pikeville, KY 41502"	-	"136,694"	28	"66,527"
2012	1519224	C2	Kentucky (East)	Floyd	Active	Underground	Indepedent Producer Operator	Mine only	Cbl Mining Llc	"P.O. Box 2037, Pikeville, KY 41502"	-	"21,281"	17	"3,691"
2012	1519225	Hoods Fork	Kentucky (East)	Floyd	"Active, men working, not producing"	Surface	Indepedent Producer Operator	Mine only	James River Coal Service Compa	"P.O. Box 189, Lackey, KY 41643"	-	"49,178"	18	"47,024"
2012	1519242	Redhawk #1	Kentucky (East)	Floyd	Active	Underground	Indepedent Producer Operator	Mine only	"Redhawk Mining, Llc"	"P.O. Box 1200, Robinson Cree, KY 41560"	-	"503,534"	96	"220,119"
2012	1519253	Viper Coal Llc  6#	Kentucky (East)	Floyd	Permanently abandoned	Underground	Indepedent Producer Operator	Mine only	Viper Coal Llc	"P.O. Box 85, Melvin, KY 41650"	-	"4,300"	7	"1,200"
